Episode,Result,Total Reward,q_values,epsilon,max_step
1,Success,238.6629876374699,0.0,0.995,661
2,Success,-11.140875389911045,0.0,0.990025,337
3,Success,23.59558699849942,0.0,0.985074875,427
4,Success,343.2597899006047,0.021906158064235078,0.9801495006250001,291
5,Success,-148.9508497435719,0.005620994573405344,0.9752487531218751,408
6,Success,310.98590948988976,0.005620994573405344,0.9703725093562657,482
7,Success,353.88710272930746,0.016220962296257725,0.9655206468094844,176
8,Success,1046.312844792339,0.08011001450390692,0.960693043575437,498
9,Success,463.24706734953315,0.17785227985416957,0.9558895783575597,274
10,Success,1691.8636251677813,0.017344998946173706,0.9511101304657719,840
11,Success,455.5342395158858,0.28742753475479027,0.946354579813443,552
12,Success,747.5384627045906,0.1280557359791107,0.9416228069143757,803
13,Success,72.74702199049165,0.5018423840416404,0.9369146928798039,322
14,Success,160.25581693327334,0.028951763275214384,0.9322301194154049,228
15,Success,397.44073263251323,0.2368884070752619,0.9275689688183278,459
16,Success,745.8302636625208,0.2368884070752619,0.9229311239742362,441
17,Success,693.4448001128394,0.43006673232705483,0.918316468354365,284
18,Success,571.8251278590037,0.43006673232705483,0.9137248860125932,178
19,Success,588.0589917802913,0.33575584844987577,0.9091562615825302,399
20,Success,281.58054561834297,0.33575584844987577,0.9046104802746175,215
21,Success,513.0712081073204,0.3855187343814601,0.9000874278732445,459
22,Success,1050.5071186291812,0.6334461727842167,0.8955869907338783,344
23,Success,2055.954217959819,1.8286311927177283,0.8911090557802088,906
24,Success,252.7089760951615,0.2510707043059536,0.8866535105013078,706
25,Success,2569.0730387237604,0.2510707043059536,0.8822202429488013,622
26,Success,892.7648822963855,0.8475511163660462,0.8778091417340573,620
27,Success,517.1173714909253,0.2510707043059536,0.8734200960253871,633
28,Success,2661.70005568041,1.0913874771582168,0.8690529955452602,975
29,Success,1470.0132762187043,0.37879272218797483,0.8647077305675338,711
30,Success,1065.3467077276414,0.4112154299807886,0.8603841919146962,373
31,Success,1015.3794300189147,1.2789743638367181,0.8560822709551227,259
32,Success,969.9496876784821,0.4409782865143443,0.851801859600347,382
33,Success,976.3510661267127,1.709668428777419,0.8475428503023453,359
34,Success,1124.3290948171775,0.4409782865143443,0.8433051360508336,489
35,Success,554.1715241971388,4.914051595692124,0.8390886103705794,329
36,Success,232.21564136956775,1.9568848851032052,0.8348931673187264,297
37,Success,980.4321934342214,6.4187868791965625,0.8307187014821328,278
38,Success,2385.1211364635988,7.023583642530546,0.8265651079747222,748
39,Success,1286.5900066913903,7.176336841893787,0.8224322824348486,538
40,Success,4084.634037761243,2.6197984691809957,0.8183201210226743,903
41,Success,1792.0840485516323,1.8703774599157692,0.8142285204175609,663
42,Success,635.2618995097309,1.8703774599157692,0.810157377815473,182
43,Success,1746.1920652646033,0.7430191114292093,0.8061065909263957,626
44,Success,1854.685903333364,9.168791759363087,0.8020760579717637,529
45,Success,1391.7490284651037,2.4022429680863677,0.798065677681905,307
46,Success,1537.5524999245206,0.9780896658500589,0.7940753492934954,489
47,Success,3435.963353117158,0.9780896658500589,0.7901049725470279,697
48,Success,1950.4402032271432,4.07234964253089,0.7861544476842928,799
49,Success,628.025083175838,2.5219921922634176,0.7822236754458713,120
50,Success,3908.394547581145,4.457548720747733,0.778312557068642,840
51,Success,1073.581584924943,13.710748568767277,0.7744209942832988,234
52,Success,1427.3391570094345,4.457548720747733,0.7705488893118823,374
53,Success,810.4752833605253,13.710748568767277,0.7666961448653229,134
54,Success,3642.5479639995588,4.457548720747733,0.7628626641409962,861
55,Success,1086.7762501526026,4.457548720747733,0.7590483508202912,182
56,Success,3992.4538580543367,4.457548720747733,0.7552531090661897,561
57,Success,12081.040033663425,1.330283805857421,0.7514768435208588,2586
58,Success,6121.463496030738,1.780481168946303,0.7477194593032545,963
59,Success,1568.2001713906775,1.8354099064949876,0.7439808620067382,336
60,Success,837.5380731290044,4.883629780838355,0.7402609576967045,128
61,Success,3354.362008464321,1.9990264277387089,0.736559652908221,657
62,Success,2145.681254229721,5.392436994806034,0.7328768546436799,392
63,Success,1425.0535388865042,5.392436994806034,0.7292124703704616,142
64,Success,2144.4597323221674,19.40642957873957,0.7255664080186093,361
65,Success,1724.8599275441313,2.161233257378074,0.7219385759785162,228
66,Success,3610.727597082598,5.392436994806034,0.7183288830986236,799
67,Success,7952.93144273981,25.415421219280827,0.7147372386831305,1171
68,Success,1728.108139077992,25.415421219280827,0.7111635524897149,269
69,Success,3255.909889296258,7.767538804497946,0.7076077347272662,519
70,Success,6584.300827181166,28.110699530258184,0.7040696960536299,953
71,Success,7493.576996708188,28.110699530258184,0.7005493475733617,794
72,Success,1696.0002170090095,10.463311739892514,0.697046600835495,250
73,Success,4913.756013320326,10.463311739892514,0.6935613678313175,860
74,Success,4141.582889538188,10.884062578894746,0.6900935609921609,723
75,Success,2754.490466833326,10.884062578894746,0.6866430931872001,384
76,Success,7711.92897240577,3.288304062330369,0.6832098777212641,1176
77,Success,1671.9786222227362,11.325177902204095,0.6797938283326578,227
78,Success,4969.5538205362745,11.325177902204095,0.6763948591909945,666
79,Success,6343.729679291708,33.875365575609976,0.6730128848950395,946
80,Success,5661.821675783336,5.968420547811204,0.6696478204705644,840
81,Success,2737.5937203999792,11.83154038262683,0.6662995813682115,429
82,Success,3871.2895349619253,12.3697226921496,0.6629680834613705,587
83,Success,1927.69435581561,35.513802310517896,0.6596532430440636,331
84,Success,9640.520973191804,12.90717163772908,0.6563549768288433,1472
85,Success,6133.039803234627,14.031476589381514,0.653073201944699,1019
86,Success,5650.9353690544995,4.102698798674199,0.6498078359349755,729
87,Success,5352.81192671578,15.803857784295632,0.6465587967553006,772
88,Success,3168.3199286176773,7.528872359338442,0.6433260027715241,481
89,Success,4732.2723527512435,16.4310560377865,0.6401093727576664,583
90,Success,6819.697493419538,17.745272633879356,0.6369088258938781,1123
91,Success,1620.0520393217837,7.743157385273041,0.6337242817644086,217
92,Success,4581.714396419601,17.745272633879356,0.6305556603555866,452
93,Success,6093.632275500256,21.96559700636656,0.6274028820538087,981
94,Success,4146.969876228873,10.127590132865771,0.6242658676435396,461
95,Success,14798.04071971925,27.809515330626496,0.6211445383053219,1744
96,Success,5888.896553740958,6.110065657128727,0.6180388156137953,792
97,Success,7622.680566668063,29.634539350600445,0.6149486215357263,749
98,Success,15229.232069439968,29.634539350600445,0.6118738784280476,1497
99,Success,6451.804697258859,29.634539350600445,0.6088145090359074,594
100,Success,3649.9392812802707,31.714781049447833,0.6057704364907278,525
101,Success,15178.5,80.31469266951885,0.6027415843082742,1412
102,Success,9960.059600897943,34.97790555460716,0.5997278763867329,1354
103,Success,2814.7928932188133,16.04921502436139,0.5967292370047992,257
104,Success,5379.93144273981,36.075502959835646,0.5937455908197752,615
105,Success,2622.940842364437,7.310682398613882,0.5907768628656763,376
106,Success,4473.753454942802,7.492841764609285,0.5878229785513479,590
107,Success,5849.948097957016,37.31115559985434,0.5848838636585911,724
108,Success,6432.713943840571,37.31115559985434,0.5819594443402982,605
109,Success,14201.785594638925,104.41750131933821,0.5790496471185967,1205
110,Success,16165.540554250238,18.572636628531182,0.5761543988830038,1423
